"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_ceramic_floor_tile.m_ceramic_floor_tile","0","63","18","3","129.422653","0","253"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamondplate_01.m_diamondplate_01","0","105","50","5","222.313004","0","355"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamond_pattern.m_diamond_pattern","0","21","6","1","48.404373","0","80"
"","0","1","0","1","0.000000","27","0"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","0","8","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","0","24","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","0","33","2","1","73.874245","0","163"
"/DatasmithContent/Materials/FBXImporter/DeltaGenMasterClearCoat.DeltaGenMasterClearCoat","0","0","12","1","0.000000","0","0"
"/Game/ProfAware/Textures+Materials/Glow.Glow","0","2","2","1","12.834055","0","2"
"/Game/PNG/Red/texture_09_Mat.texture_09_Mat","0","12","12","1","56.063908","0","18"
"/DatasmithContent/Materials/FBXImporter/VRED/Glass.Glass","0","0","60","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_oldbrick_01.m_oldbrick_01","0","21","7","1","105.860641","0","92"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_concrete_floor_panels.m_concrete_floor_panels","0","21","8","1","68.558563","0","95"
"/Game/PNG/Dark/texture_09_Mat.texture_09_Mat","0","12","3","1","0.000000","0","30"
"/Game/PNG/Dark/texture_05_Mat.texture_05_Mat","0","12","3","1","46.099243","0","34"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","45","11","1","110.848396","0","201"
"/Game/ProfAware/Textures+Materials/oie_transparent_Mat.oie_transparent_Mat","0","31","6","1","105.175110","0","104"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","24","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_asphalt.m_asphalt","0","46","2","1","155.726303","21","296"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_mesh_rock.m_mesh_rock","0","42","3","2","120.410797","0","136"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concreteblock.m_concreteblock","0","42","12","2","128.681580","0","131"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_tinroof.m_tinroof","0","225","13","3","390.628357","0","1540"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_spanishtile.m_spanishtile","0","300","27","4","1047.651489","0","1744"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_roundshingles.m_roundshingles","0","225","22","3","719.870544","0","1286"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_paintedrust_01.m_paintedrust_01","0","63","12","3","210.307922","0","235"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_inferno.m_inferno","0","225","21","3","430.117249","0","1279"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Game/PNG/Green/texture_02_Mat.texture_02_Mat","0","12","12","1","58.859886","0","16"
"/Game/PNG/Orange/texture_10_Mat.texture_10_Mat","0","12","12","1","32.671295","0","18"
"/Game/ProfAware/Textures+Materials/Controls_DecalMaterial.Controls_DecalMaterial","0","31","7","1","114.711922","0","106"
"/Game/PNG/Dark/texture_01_Mat.texture_01_Mat","0","12","9","1","44.796341","0","34"
"/Game/PNG/Orange/texture_02_Mat.texture_02_Mat","0","12","1","1","0.000000","0","33"
"/Game/PNG/Light/texture_06_Mat.texture_06_Mat","0","12","1","1","33.594131","0","39"
"/Game/PNG/Orange/texture_09_Mat.texture_09_Mat","0","12","6","1","0.000000","0","31"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_washedconcrete.m_washedconcrete","0","21","10","1","108.340347","0","68"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_rectangular_staggered.m_travertine_rectangular_staggered","0","21","5","1","99.941589","0","70"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_interlocking.m_travertine_interlocking","0","21","2","1","70.720406","0","64"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_stucco.m_stucco","0","21","4","1","101.965767","0","79"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concrete.m_concrete","0","21","9","1","112.021278","0","73"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_tarp.m_tarp","0","21","10","1","269.196838","0","72"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_straw_01.m_straw_01","0","75","5","1","486.613739","0","390"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_smoothmud.m_smoothmud","0","21","6","1","212.987228","0","71"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_01.m_caliche_01","0","75","10","1","327.399536","0","437"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_02.m_caliche_02","0","21","2","1","153.234009","0","74"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_rock_01.m_rock_01","0","75","6","1","324.652588","0","409"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_leather.m_leather","0","21","8","1","174.084122","0","71"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_crackedmud.m_crackedmud","0","75","3","1","705.449646","0","503"
"/Game/PNG/Red/texture_06_Mat.texture_06_Mat","0","36","9","1","99.637634","0","120"
"/Game/PNG/Light/texture_13_Mat1.texture_13_Mat1","0","36","5","1","101.224815","0","147"
"/DatasmithContent/Materials/AliasMaster.AliasMaster","0","54","9","1","149.183792","0","357"
"/Game/PNG/Red/texture_07_Mat.texture_07_Mat","0","12","1","1","34.946182","0","39"
"/Game/PNG/Purple/texture_07_Mat.texture_07_Mat","0","12","1","1","0.000000","0","39"
"/Game/PNG/Purple/texture_05_Mat.texture_05_Mat","0","12","12","1","0.000000","0","22"
"/Game/PNG/Purple/texture_03_Mat.texture_03_Mat","0","12","12","1","36.977085","0","15"
"/Game/PNG/Light/texture_13_Mat.texture_13_Mat","0","12","12","1","35.847557","0","17"
"/Game/PNG/Light/texture_08_Mat.texture_08_Mat","0","12","3","1","37.310863","0","31"
"/Game/PNG/Green/texture_09_Mat.texture_09_Mat","0","12","3","1","0.000000","0","30"
"/Game/PNG/Dark/texture_08_Mat.texture_08_Mat","0","12","12","1","0.000000","0","19"
"/Game/PNG/Dark/texture_07_Mat.texture_07_Mat","0","12","1","1","0.000000","0","35"
"/Game/PNG/Dark/texture_06_Mat.texture_06_Mat","0","12","1","1","0.000000","0","35"
"/Game/PNG/Dark/texture_04_Mat.texture_04_Mat","0","12","7","1","34.566914","0","33"
"/Game/PNG/Dark/texture_03_Mat.texture_03_Mat","0","12","12","1","0.000000","0","15"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_wood_floor_worn.m_wood_floor_worn","0","42","13","2","64.075569","0","134"
