"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/PNG/Dark/texture_09_Mat.texture_09_Mat","0","21","21","1","23.971479","0","26"
"/Game/PNG/Dark/texture_05_Mat.texture_05_Mat","0","21","4","1","17.181824","0","106"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_ceramic_floor_tile.m_ceramic_floor_tile","0","63","14","3","37.210960","0","184"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamondplate_01.m_diamondplate_01","0","105","40","5","87.067848","0","308"
"","0","1","0","1","0.000000","30","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_asphalt.m_asphalt","0","46","6","1","46.590324","21","275"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_mesh_rock.m_mesh_rock","0","42","7","2","55.122726","0","111"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concreteblock.m_concreteblock","0","42","9","2","54.730938","0","113"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_tinroof.m_tinroof","0","225","16","3","91.750381","0","1248"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_spanishtile.m_spanishtile","0","300","19","4","288.546814","0","1577"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_roundshingles.m_roundshingles","0","225","12","3","227.965988","0","1297"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_paintedrust_01.m_paintedrust_01","0","63","11","3","37.883186","0","199"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_inferno.m_inferno","0","225","19","3","103.918518","0","1290"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamond_pattern.m_diamond_pattern","0","21","10","1","66.658165","0","62"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","0","8","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","0","24","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Engine/BufferVisualization/Anisotropy.Anisotropy","0","0","4","1","0.000000","0","0"
"/DatasmithContent/Materials/FBXImporter/DeltaGenMasterClearCoat.DeltaGenMasterClearCoat","0","36","3","1","28.747919","0","141"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","0","0","57","1","0.000000","0","0"
"/Game/ProfAware/Textures+Materials/Glow.Glow","0","2","2","1","1.344100","0","2"
"/Game/PNG/Red/texture_09_Mat.texture_09_Mat","0","12","12","1","0.000000","0","12"
"/DatasmithContent/Materials/FBXImporter/VRED/Glass.Glass","0","0","60","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_oldbrick_01.m_oldbrick_01","0","21","6","1","19.153683","0","58"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_concrete_floor_panels.m_concrete_floor_panels","0","21","7","1","19.263485","0","59"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/PNG/Orange/texture_10_Mat.texture_10_Mat","0","12","12","1","10.082537","0","21"
"/Game/PNG/Green/texture_02_Mat.texture_02_Mat","0","12","1","1","11.739759","0","35"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","45","6","1","52.720215","0","168"
"/Game/ProfAware/Textures+Materials/oie_transparent_Mat.oie_transparent_Mat","0","31","7","1","38.820045","0","106"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","33","10","1","29.458153","0","138"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Game/ProfAware/Textures+Materials/Controls_DecalMaterial.Controls_DecalMaterial","0","31","1","1","26.936451","0","94"
"/Game/PNG/Orange/texture_09_Mat.texture_09_Mat","0","12","12","1","0.000000","0","12"
"/Game/PNG/Orange/texture_02_Mat.texture_02_Mat","0","12","1","1","0.000000","0","35"
"/Game/PNG/Light/texture_06_Mat.texture_06_Mat","0","12","12","1","9.761523","0","15"
"/Game/PNG/Dark/texture_01_Mat.texture_01_Mat","0","12","12","1","9.710407","0","17"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_stucco.m_stucco","0","21","7","1","18.797390","0","59"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_interlocking.m_travertine_interlocking","0","21","8","1","18.033949","0","60"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_rectangular_staggered.m_travertine_rectangular_staggered","0","21","9","1","18.981529","0","61"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_washedconcrete.m_washedconcrete","0","21","10","1","24.352104","0","62"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concrete.m_concrete","0","21","3","1","52.510651","0","55"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_tarp.m_tarp","0","21","4","1","42.192753","0","56"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_straw_01.m_straw_01","0","75","9","1","93.705025","0","414"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_smoothmud.m_smoothmud","0","21","1","1","44.941219","0","53"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_rock_01.m_rock_01","0","75","10","1","147.108597","0","390"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_leather.m_leather","0","21","6","1","66.783875","0","53"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_crackedmud.m_crackedmud","0","75","10","1","166.954224","0","446"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_02.m_caliche_02","0","21","2","1","57.566254","0","54"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_01.m_caliche_01","0","75","3","1","131.232986","0","414"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/PNG/Light/texture_13_Mat1.texture_13_Mat1","0","36","3","1","78.986046","0","141"
"/Game/PNG/Red/texture_06_Mat.texture_06_Mat","0","36","9","1","131.878510","0","120"
"/DatasmithContent/Materials/AliasMaster.AliasMaster","0","0","42","1","0.000000","0","0"
"/Game/PNG/Red/texture_07_Mat.texture_07_Mat","0","12","1","1","25.052200","0","39"
"/Game/PNG/Purple/texture_07_Mat.texture_07_Mat","0","12","1","1","0.000000","0","35"
"/Game/PNG/Purple/texture_05_Mat.texture_05_Mat","0","12","1","1","0.000000","0","48"
"/Game/PNG/Purple/texture_03_Mat.texture_03_Mat","0","12","12","1","22.927284","0","15"
"/Game/PNG/Light/texture_13_Mat.texture_13_Mat","0","12","12","1","32.052906","0","17"
"/Game/PNG/Light/texture_08_Mat.texture_08_Mat","0","12","12","1","32.818321","0","19"
"/Game/PNG/Green/texture_09_Mat.texture_09_Mat","0","12","12","1","0.000000","0","12"
"/Game/PNG/Dark/texture_08_Mat.texture_08_Mat","0","12","12","1","0.000000","0","19"
"/Game/PNG/Dark/texture_07_Mat.texture_07_Mat","0","12","1","1","0.000000","0","35"
"/Game/PNG/Dark/texture_06_Mat.texture_06_Mat","0","12","12","1","0.000000","0","15"
"/Game/PNG/Dark/texture_04_Mat.texture_04_Mat","0","12","12","1","28.322571","0","21"
"/Game/PNG/Dark/texture_03_Mat.texture_03_Mat","0","12","3","1","0.000000","0","35"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_wood_floor_worn.m_wood_floor_worn","0","42","20","2","67.030006","0","142"
