"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_ceramic_floor_tile.m_ceramic_floor_tile","0","0","63","3","0.000000","0","42"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamondplate_01.m_diamondplate_01","0","0","105","5","0.000000","0","21"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamond_pattern.m_diamond_pattern","0","0","21","1","0.000000","0","0"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","0","0","33","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","0","8","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","0","24","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Engine/BufferVisualization/Anisotropy.Anisotropy","0","0","4","1","0.000000","0","0"
"/DatasmithContent/Materials/FBXImporter/DeltaGenMasterClearCoat.DeltaGenMasterClearCoat","0","0","12","1","0.000000","0","0"
"/Game/ProfAware/Textures+Materials/Glow.Glow","0","0","2","1","0.000000","0","0"
"/Game/PNG/Red/texture_09_Mat.texture_09_Mat","0","0","12","1","0.000000","0","0"
"/DatasmithContent/Materials/FBXImporter/VRED/Glass.Glass","0","0","60","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_oldbrick_01.m_oldbrick_01","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_concrete_floor_panels.m_concrete_floor_panels","0","0","21","1","0.000000","0","0"
"/Game/PNG/Dark/texture_09_Mat.texture_09_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_05_Mat.texture_05_Mat","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","0","45","1","0.000000","0","0"
"/Game/ProfAware/Textures+Materials/oie_transparent_Mat.oie_transparent_Mat","0","0","31","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","24","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Game/PNG/Green/texture_02_Mat.texture_02_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Orange/texture_10_Mat.texture_10_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_01_Mat.texture_01_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Orange/texture_02_Mat.texture_02_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Light/texture_06_Mat.texture_06_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Orange/texture_09_Mat.texture_09_Mat","0","0","12","1","0.000000","0","0"
"/Game/ProfAware/Textures+Materials/Controls_DecalMaterial.Controls_DecalMaterial","0","0","31","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_asphalt.m_asphalt","0","0","21","1","0.000000","0","46"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_01.m_caliche_01","0","0","75","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_02.m_caliche_02","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_inferno.m_inferno","0","0","225","3","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_crackedmud.m_crackedmud","0","0","75","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_leather.m_leather","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_mesh_rock.m_mesh_rock","0","0","42","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_paintedrust_01.m_paintedrust_01","0","0","63","3","0.000000","0","42"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_rock_01.m_rock_01","0","0","75","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_smoothmud.m_smoothmud","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_straw_01.m_straw_01","0","0","75","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_tarp.m_tarp","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_roundshingles.m_roundshingles","0","0","225","3","0.000000","0","75"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_spanishtile.m_spanishtile","0","0","300","4","0.000000","0","75"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_tinroof.m_tinroof","0","0","225","3","0.000000","0","150"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_interlocking.m_travertine_interlocking","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_stucco.m_stucco","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concreteblock.m_concreteblock","0","0","42","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concrete.m_concrete","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_rectangular_staggered.m_travertine_rectangular_staggered","0","0","21","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_washedconcrete.m_washedconcrete","0","0","21","1","0.000000","0","0"
"/Game/PNG/Red/texture_06_Mat.texture_06_Mat","0","0","36","1","0.000000","0","0"
"/Game/PNG/Light/texture_13_Mat1.texture_13_Mat1","0","0","36","1","0.000000","0","0"
"/DatasmithContent/Materials/AliasMaster.AliasMaster","0","0","54","1","0.000000","0","0"
"/Game/PNG/Red/texture_07_Mat.texture_07_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Purple/texture_07_Mat.texture_07_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Purple/texture_05_Mat.texture_05_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Purple/texture_03_Mat.texture_03_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Light/texture_13_Mat.texture_13_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Light/texture_08_Mat.texture_08_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Green/texture_09_Mat.texture_09_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_08_Mat.texture_08_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_07_Mat.texture_07_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_06_Mat.texture_06_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_04_Mat.texture_04_Mat","0","0","12","1","0.000000","0","0"
"/Game/PNG/Dark/texture_03_Mat.texture_03_Mat","0","0","12","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_wood_floor_worn.m_wood_floor_worn","0","0","42","2","0.000000","0","0"
